macula_id	gloss
o070070200092	of
o070070200101	on
o070070200101ה	the
o070070200102	torches
o070070200111	and
o070070200112	in
o070070200113	the.hand
o070070200121	their.right.side
o070070200122	of
o070070200131	the
o070070200132	trumpets
o070070200141	to
o070070200142	give.a.blast
o070070200151	and
o070070200152	they.called.out
o070070200161	a.sword
o070070200171	for
o070070200172	Yahweh
o070070200181	and
o070070200182	for
o070070200183	Gideon
o070070210011	and
o070070210012	they.stood
o070070210021	everyone
o070070210031	in
o070070210032	his.place
o070070210041	round.about
o070070210051	(to)
o070070210051ה	the
o070070210052	camp
o070070210061	and
o070070210062	it.ran
o070070210071	all
o070070210081	the
o070070210082	army
o070070210091	and
o070070210092	they.shouted.in.distress
o070070210111	and
o070070210112	they.fled
o070070220011	and
o070070220012	they.gave.a.blast
o070070220021	the.three
o070070220031	(the).hundred(s)
o070070220041	the
o070070220042	trumpets
o070070220051	and
o070070220052	he.set
o070070220061	Yahweh
o070070220071	(et)
o070070220081	[the].sword
o070070220091	of.each
o070070220101	on
o070070220102	neighbor
o070070220103	his
o070070220111	and
o070070220112	on
o070070220113	all
o070070220121	the
o070070220122	army
o070070220131	and
o070070220132	it.fled
o070070220141	the
o070070220142	army
o070070220151	to
o070070220161	Beth
o070070220171	Shittah
o070070220181	towards
o070070220182	Zererah
o070070220191	to
o070070220201	the.border
o070070220211	of
o070070220221	Abel.Meholah
o070070220231	at
o070070220241	Tabbath
o070070230011	and
o070070230012	it.was.summoned
o070070230021	the.man
o070070230031	of.Israel
o070070230041	from
o070070230042	Naphtali
o070070230051	and
o070070230052	from
o070070230061	Asher
o070070230071	and
o070070230072	from
o070070230081	all
o070070230091	Manasseh
o070070230101	and
o070070230102	they.pursued
o070070230111	after
o070070230121	Midian
o070070240011	and
o070070240012	messengers
o070070240021	he.sent
o070070240031	Gideon
o070070240041	in
o070070240042	all
o070070240051	the.hill.country
o070070240061	of.Ephraim
o070070240071	(cmp)
o070070240072	
o070070240081	come.down
o070070240091	to
o070070240092	meet
o070070240101	Midian
o070070240111	and
o070070240112	capture
o070070240121	to
o070070240122	them
o070070240131	(et)
o070070240141	the
o070070240142	waters
o070070240151	to
o070070240161	Beth
o070070240171	Barah
o070070240181	and
o070070240182	(et)
o070070240191	the
o070070240192	Jordan
o070070240201	and
o070070240202	he.was.summoned
o070070240211	every
o070070240221	(the).man
o070070240231	of.Ephraim
o070070240241	and
o070070240242	they.captured
o070070240251	(et)
o070070240261	the
o070070240262	waters
o070070240271	to
o070070240281	Beth
o070070240291	Barah
o070070240301	and
o070070240302	(et)
o070070240311	the
o070070240312	Jordan
o070070250011	and
o070070250012	they.captured
o070070250021	the.two
o070070250031	the.commanders
o070070250041	of.Midian
o070070250051	(et)
o070070250061	Oreb
o070070250071	and
o070070250072	(et)
o070070250081	Zeeb
o070070250091	and
o070070250092	they.killed
o070070250101	(et)
o070070250111	Oreb
o070070250121	at
o070070250122	the.rock
o070070250131	of.Oreb
o070070250141	and
o070070250142	(et)
o070070250151	Zeeb
o070070250161	they.killed
o070070250171	at
o070070250172	the.winepress
o070070250181	of.Zeeb
o070070250191	and
o070070250192	they.pursued
o070070250201	(to)
o070070250211	Midian
o070070250221	and
o070070250222	the.head
o070070250231	of.Oreb
o070070250241	and
o070070250242	Zeeb
o070070250251	they.brought
o070070250261	to
o070070250271	Gideon
o070070250281	from.[the]
o070070250282	other.side
o070070250291	of
o070070250291ה	the
o070070250292	Jordan
o070080010011	and
o070080010012	they.said
o070080010021	to
o070080010022	him
o070080010031	the.man
o070080010041	of.Ephraim
o070080010051	what?
o070080010061	[is].the
o070080010062	thing
o070080010071	(the)
o070080010072	this
o070080010081	[which].you.have.done
o070080010091	to
o070080010092	us
o070080010101	to
o070080010102	not
o070080010111	to.summon
o070080010121	(to)
o070080010122	us
o070080010131	(dm)
o070080010141	you.went
o070080010151	to
o070080010152	fight
o070080010161	against
o070080010162	Midian
o070080010171	and
o070080010172	they
o070080010173	quarreled
o070080010181	with
o070080010182	him
o070080010191	with
o070080010192	force
o070080020011	and
o070080020012	he.said
o070080020021	to
o070080020022	them
o070080020031	what?
o070080020041	have.I.done
o070080020051	now
o070080020061	like
o070080020062	you
o070080020071	?
o070080020072	not
o070080020081	good
o070080020091	[are].the.gleanings
o070080020101	of.Ephraim
o070080020111	more
o070080020112	than.the.grape.harvest
o070080020121	of.Abiezer
o070080030011	in
o070080030012	hand
o070080030013	your
o070080030021	he.has.given
o070080030031	God
o070080030041	(et)
o070080030051	the.commanders
o070080030061	of.Midian
o070080030071	(et)
o070080030081	Oreb
o070080030091	and
o070080030092	(et)
o070080030101	Zeeb
o070080030111	and
o070080030112	what?
o070080030121	have.I.been.able
o070080030131	to.do
o070080030141	like
o070080030142	you
o070080030151	then
o070080030161	it.relaxed
o070080030171	spirit
o070080030172	their
o070080030181	from
o070080030182	on
o070080030183	him
o070080030191	when
o070080030192	said
o070080030193	he
o070080030201	the
o070080030202	word
o070080030211	(the)
o070080030212	this
o070080040011	and
o070080040012	he.came
o070080040021	Gideon
o070080040031	to
o070080040032	the
o070080040033	Jordan
o070080040041	[was].passing.over
o070080040051	he
o070080040061	and
o070080040062	three
o070080040071	hundred(s)
o070080040081	the
o070080040082	man
o070080040091	who
o070080040101	[were].with
o070080040102	him
o070080040111	exhausted
o070080040121	and
o070080040122	pursuing
o070080050011	and
o070080050012	he.said
o070080050021	to
o070080050022	the.people
o070080050031	of.Succoth
o070080050041	give
o070080050051	please
o070080050061	round.loaves
o070080050071	of.bread
o070080050081	to
o070080050081ה	the
o070080050082	people
o070080050091	which
o070080050101	[is].at
o070080050102	feet
o070080050103	my
o070080050111	(dm)
o070080050121	[are].exhausted
o070080050131	they
o070080050141	and
o070080050142	I
o070080050151	[am].pursuing
o070080050161	after
o070080050171	Zebah
o070080050181	and
o070080050182	Zalmunna
o070080050191	the.kings
o070080050201	of.Midian
o070080060011	and
o070080060012	he.said
o070080060021	the.officials
o070080060031	of.Succoth
o070080060041	[is].the
o070080060042	palm?
o070080060051	of.Zebah
o070080060061	and
o070080060062	Zalmunna
o070080060071	now
o070080060081	in
o070080060082	hand
o070080060083	your
o070080060091	(cmp)
o070080060101	we.will.give
o070080060111	to
o070080060112	army
o070080060113	your
o070080060121	bread
o070080070011	and
o070080070012	he.said
o070080070021	Gideon
o070080070031	therefore
o070080070032	
o070080070041	when
o070080070042	gives
o070080070051	Yahweh
o070080070061	(et)
o070080070071	Zebah
o070080070081	and
o070080070082	(et)
o070080070091	Zalmunna
o070080070101	in
o070080070102	hand
o070080070103	my
o070080070111	and
o070080070112	I.will.thresh
o070080070121	(et)
o070080070131	flesh
o070080070132	your
o070080070141	with
o070080070151	(the).thorns
o070080070161	of
o070080070162	the.wilderness
o070080070171	and
o070080070172	with
o070080070181	(the)
o070080070182	briers
o070080080011	and
o070080080012	he.went.up
o070080080021	from
o070080080022	there
o070080080031	Penuel
o070080080041	and
o070080080042	he.spoke
o070080080051	to
o070080080052	them
o070080080061	like
o070080080062	this
o070080080071	and
o070080080072	they.answered
o070080080081	
o070080080082	him
o070080080091	the.men
o070080080101	of.Penuel
o070080080111	just
o070080080112	as
o070080080121	they.had.answered
o070080080131	the.men
o070080080141	of.Succoth
o070080090011	and
o070080090012	he.said
o070080090021	also
o070080090031	to
o070080090032	the.men
o070080090041	of.Penuel
o070080090051	(cmp)
o070080090052	
o070080090061	when
o070080090062	return
o070080090063	I
o070080090071	in
o070080090072	peace
o070080090081	I.will.tear.down
o070080090091	(et)
o070080090101	the
o070080090102	tower
o070080090111	(the)
o070080090112	this
o070080100011	and
o070080100012	Zebah
o070080100021	and
o070080100022	Zalmunna
o070080100031	[were].in
o070080100031ה	(the)
o070080100032	Karkor
o070080100041	and
o070080100042	armies
o070080100043	their
o070080100051	[were].with
o070080100052	them
o070080100061	about
o070080100062	fif-
o070080100071	teen
o070080100081	thousand
o070080100091	all
o070080100101	[those
o070080100102	who].remained
o070080100111	of
o070080100112	all
o070080100121	the.army
o070080100131	of.[the].people
o070080100141	of.[the].east
o070080100151	and
o070080100152	[those
o070080100153	who].fell
o070080100161	[were].one.hundred
o070080100171	and
o070080100172	twenty
o070080100181	thousand
o070080100191	man
o070080100201	[who].drew
o070080100211	[the].sword
o070080110011	and
o070080110012	he.went.up
o070080110021	Gideon
o070080110031	the.direction
o070080110041	of
o070080110042	[those.who].dwell
o070080110051	in
o070080110052	tents
o070080110061	from.[the]
o070080110062	east
o070080110071	of
o070080110072	Nobah
o070080110081	and
o070080110082	Jogbehah
o070080110091	and
o070080110092	he.attacked
o070080110101	(et)
o070080110111	the
o070080110112	army
o070080110121	and
o070080110122	the
o070080110123	army
o070080110131	it.was
o070080110141	security
o070080120011	and
o070080120012	they.fled
o070080120021	Zebah
o070080120031	and
o070080120032	Zalmunna
o070080120041	and
o070080120042	he.pursued
o070080120051	after
o070080120052	them
o070080120061	and
o070080120062	he.captured
o070080120071	(et)
o070080120081	the.two
o070080120091	the.kings
o070080120101	of.Midian
o070080120111	(et)
o070080120121	Zebah
o070080120131	and
o070080120132	(et)
o070080120141	Zalmunna
o070080120151	and
o070080120152	all
o070080120161	the
o070080120162	army
o070080120171	he.routed
o070080130011	and
o070080130012	he.returned
o070080130021	Gideon
o070080130031	the.son
o070080130041	of.Joash
o070080130051	from
o070080130061	the
o070080130062	battle
o070080130071	from
o070080130072	to
o070080130073	the.ascent
o070080130081	of.(the)
o070080130082	Heres
o070080140011	and
o070080140012	he.captured
o070080140021	a.young.man
o070080140031	one
o070080140032	of.the.men
o070080140041	of.Succoth
o070080140051	and
o070080140052	he
o070080140053	enquired.of.him
o070080140061	and
o070080140062	he.wrote.down
o070080140071	to
o070080140072	him
o070080140081	(et)
o070080140091	the.officials
o070080140101	of.Succoth
o070080140111	and
o070080140112	(et)
o070080140121	its
o070080140122	elders
o070080140131	seventy
o070080140141	and
o070080140142	seven
o070080140151	man
o070080150011	and
o070080150012	he.came
o070080150021	to
o070080150031	the.men
o070080150041	of.Succoth
o070080150051	and
o070080150052	he.said
o070080150061	here!
o070080150071	Zebah
o070080150081	and
o070080150082	Zalmunna
o070080150091	whom
o070080150101	you.taunted
o070080150111	
o070080150112	me
o070080150121	(cmp)
o070080150122	
o070080150131	[is].the
o070080150132	palm?
o070080150141	of.Zebah
o070080150151	and
o070080150152	Zalmunna
o070080150161	now
o070080150171	in
o070080150172	hand
o070080150173	your
o070080150181	(cmp)
o070080150191	we.will.give
o070080150201	to
o070080150202	men
o070080150203	your
o070080150211	(the)
o070080150212	weary
o070080150221	bread
o070080160011	and
o070080160012	he.took
o070080160021	(et)
o070080160031	the.elders
o070080160041	of
o070080160042	the.city
o070080160051	and
o070080160052	(et)
o070080160061	the.thorns
o070080160071	of
o070080160072	the.wilderness
o070080160081	and
o070080160082	(et)
o070080160091	the
o070080160092	briers
o070080160101	and
o070080160102	he.taught
o070080160111	with
o070080160112	them
o070080160121	(et)
o070080160131	the.men
o070080160141	of.Succoth
o070080170011	and
o070080170012	(et)
o070080170021	the.tower
o070080170031	of.Penuel
o070080170041	he.tore.down
o070080170051	and
o070080170052	he.killed
o070080170061	(et)
o070080170071	the.men
o070080170081	of
o070080170082	the.city
o070080180011	and
o070080180012	he.said
o070080180021	to
o070080180031	Zebah
o070080180041	and
o070080180042	to
o070080180051	Zalmunna
o070080180061	where?
o070080180071	[are].the
o070080180072	men
o070080180081	whom
o070080180091	you.killed
o070080180101	at
o070080180102	Tabor
o070080180111	and
o070080180112	they.said
o070080180121	like
o070080180122	you
o070080180131	like
o070080180132	them
o070080180141	one
o070080180151	[was].like
o070080180152	the.appearance
o070080180161	of.the.sons
o070080180171	of
o070080180172	the.king
o070080190011	and
o070080190012	he.said
o070080190021	brothers
o070080190022	[were].my
o070080190031	the.sons
o070080190041	my.mother
o070080190042	of
o070080190051	they
o070080190061	[by].the.life
o070080190071	of.Yahweh
o070080190081	if
o070080190091	you.had.let.live
o070080190101	
o070080190102	them
o070080190111	not
o070080190121	I.killed
o070080190131	
o070080190132	you
o070080200011	and
o070080200012	he.said
o070080200021	to
o070080200022	Jether
o070080200031	firstborn
o070080200032	his
o070080200041	arise
o070080200051	kill
o070080200061	
o070080200062	them
o070080200071	and
o070080200072	not
o070080200081	he.drew
o070080200091	the.young
o070080200092	man
o070080200101	sword
o070080200102	his
o070080200111	(dm)
o070080200121	he.was.afraid
o070080200131	(dm)
o070080200141	still
o070080200142	he
o070080200151	[was].a.young.man
o070080210011	and
o070080210012	he.said
o070080210021	Zebah
o070080210031	and
o070080210032	Zalmunna
o070080210041	arise
o070080210051	you
o070080210061	and
o070080210062	fall
o070080210071	on
o070080210072	us
o070080210081	(dm)
o070080210091	[is].like
o070080210091ה	the
o070080210092	man
o070080210101	strength
o070080210102	his
o070080210111	and
o070080210112	he.arose
o070080210121	Gideon
o070080210131	and
o070080210132	he.killed
o070080210141	(et)
o070080210151	Zebah
o070080210161	and
o070080210162	(et)
o070080210171	Zalmunna
o070080210181	and
o070080210182	he.took
o070080210191	(et)
o070080210201	the
o070080210202	ornaments
o070080210211	which
o070080210221	[were].on
o070080210222	the.necks
o070080210231	their.camels
o070080210232	of
o070080220011	and
o070080220012	they.said
o070080220021	the.man
o070080220031	of.Israel
o070080220041	to
o070080220051	Gideon
o070080220061	rule
o070080220071	over
o070080220072	us
o070080220081	both
o070080220091	you
o070080220101	as.well.as
o070080220111	son
o070080220112	your
o070080220121	as.well.as
o070080220131	the.son
o070080220141	your.son
o070080220142	of
o070080220151	(dm)
o070080220161	you
o070080220162	have.delivered.us
o070080220171	from
o070080220172	the.hand
o070080220181	of.Midian
o070080230011	and
o070080230012	he.said
o070080230021	to
o070080230022	them
o070080230031	Gideon
o070080230041	not
o070080230051	I.will.rule
